Date,ftsemib
2000-03-03 00:00:00+01:00,49169.0
2000-03-06 00:00:00+01:00,50109.0
2000-03-07 00:00:00+01:00,48925.0
2000-03-08 00:00:00+01:00,48810.0
2000-03-09 00:00:00+01:00,49233.0
2000-03-10 00:00:00+01:00,49355.0
2000-03-13 00:00:00+01:00,48208.0
2000-03-14 00:00:00+01:00,48181.0
2000-03-15 00:00:00+01:00,46692.0
2000-03-16 00:00:00+01:00,47485.0
2000-03-17 00:00:00+01:00,48125.0
2000-03-20 00:00:00+01:00,47354.0
2000-03-21 00:00:00+01:00,46756.0
2000-03-22 00:00:00+01:00,45921.0
2000-03-23 00:00:00+01:00,45938.0
2000-03-24 00:00:00+01:00,47258.0
2000-03-27 00:00:00+02:00,47051.0
2000-03-28 00:00:00+02:00,46827.0
2000-03-29 00:00:00+02:00,46839.0
2000-03-30 00:00:00+02:00,45616.0
2000-03-31 00:00:00+02:00,45392.0
2000-04-03 00:00:00+02:00,44218.0
2000-04-04 00:00:00+02:00,44987.0
2000-04-05 00:00:00+02:00,43815.0
2000-04-06 00:00:00+02:00,45060.0
2000-04-07 00:00:00+02:00,45275.0
2000-04-10 00:00:00+02:00,45206.0
2000-04-11 00:00:00+02:00,44123.0
2000-04-12 00:00:00+02:00,44511.0
2000-04-13 00:00:00+02:00,44616.0
2000-04-14 00:00:00+02:00,43449.0
2000-04-17 00:00:00+02:00,42651.0
2000-04-18 00:00:00+02:00,43003.0
2000-04-19 00:00:00+02:00,43061.0
2000-04-20 00:00:00+02:00,44077.0
2000-04-21 00:00:00+02:00,44077.0
2000-04-24 00:00:00+02:00,44077.0
2000-04-25 00:00:00+02:00,44621.0
2000-04-26 00:00:00+02:00,44606.0
2000-04-27 00:00:00+02:00,44206.0
2000-04-28 00:00:00+02:00,44801.0
2000-05-01 00:00:00+02:00,44801.0
2000-05-02 00:00:00+02:00,46168.0
2000-05-03 00:00:00+02:00,45226.0
2000-05-04 00:00:00+02:00,45968.0
2000-05-05 00:00:00+02:00,45980.0
2000-05-08 00:00:00+02:00,45672.0
2000-05-09 00:00:00+02:00,44967.0
2000-05-10 00:00:00+02:00,44879.0
2000-05-11 00:00:00+02:00,45292.0
2000-05-12 00:00:00+02:00,45707.0
2000-05-15 00:00:00+02:00,45689.0
2000-05-16 00:00:00+02:00,46568.0
2000-05-17 00:00:00+02:00,45492.0
2000-05-18 00:00:00+02:00,45941.0
2000-05-19 00:00:00+02:00,44325.0
2000-05-22 00:00:00+02:00,43100.0
2000-05-23 00:00:00+02:00,44172.0
2000-05-24 00:00:00+02:00,43635.0
2000-05-25 00:00:00+02:00,44594.0
2000-05-26 00:00:00+02:00,44633.0
2000-05-29 00:00:00+02:00,45062.0
2000-05-30 00:00:00+02:00,45589.0
2000-05-31 00:00:00+02:00,45214.0
2000-06-01 00:00:00+02:00,45999.0
2000-06-02 00:00:00+02:00,46365.0
2000-06-05 00:00:00+02:00,46077.0
2000-06-06 00:00:00+02:00,45675.0
2000-06-07 00:00:00+02:00,46275.0
2000-06-08 00:00:00+02:00,46024.0
